cpa_id,cluster
29369,1
29370,1
29371,1
29372,1
29373,1
29374,1
29375,1
29376,1
29377,1
29379,1
29380,1
29381,1
29382,1
29383,1
29385,1
29386,1
29387,1
29388,1
29389,1
29390,1
29391,1
29392,1
29393,1
29394,1
29395,1
29396,1
29397,1
29398,1
29399,1
29400,1
29401,1
29402,1
29403,1
29404,1
29405,1
29406,1
29407,1
29408,1
29410,1
29411,1
29413,1
29414,1
29415,1
29416,1
29418,1
29419,1
29420,1
29421,1
29422,1
29423,1
29424,1
29426,1
29427,1
29428,1
29430,1
29431,1
29432,1
29434,1
29435,1
29437,1
29438,1
29439,1
29440,1
29441,1
29442,1
29443,1
29445,1
29447,1
29448,1
29449,1
29450,1
29451,1
29452,1
29453,1
29454,1
29456,1
29457,1
29458,1
29459,1
29460,1
29461,1
29462,1
29463,1
29464,1
29466,1
29467,1
29468,1
29469,1
29471,1
29473,1
29474,1
29475,1
29477,1
29479,1
29480,1
29482,1
29483,1
29485,1
29486,1
29490,1
29493,1
29494,1
29495,1
29496,1
29497,1
29498,1
29499,1
29500,1
29503,1
29504,1
29505,1
29506,1
29508,1
29510,1
29511,1
29512,1
29513,1
29514,1
29516,1
29517,1
29519,1
29521,1
29522,1
29523,1
29524,1
29525,1
29526,1
29527,1
29528,1
29529,1
29532,1
29533,1
29534,1
29536,1
29537,1
29538,1
29539,1
29540,1
29542,1
29543,1
29544,1
29545,1
29546,1
29547,1
29548,1
29550,1
29551,1
29552,1
29553,1
29554,1
29555,1
29556,1
29557,1
29558,1
29559,1
29560,1
29561,1
29562,1
29563,1
29564,1
29565,1
29566,1
29567,1
29568,1
29569,1
29570,1
29571,1
29573,1
29574,1
29575,1
29576,1
29577,1
29578,1
29579,1
29580,1
29581,1
29582,1
29583,1
29584,1
29585,1
29586,1
29587,1
29588,1
29589,1
29590,1
29591,1
29592,1
29593,1
29594,1
29595,1
29596,1
29597,1
29598,1
29599,1
29600,1
29601,1
29602,1
29603,1
29604,1
29605,1
29606,1
29607,1
29608,1
29609,1
29610,1
29611,1
29612,1
29613,1
29614,1
29615,1
29616,1
29617,1
29661,1
29662,1
29667,1
29672,1
29673,1
29677,1
29680,1
29681,1
29683,1
29697,1
29699,1
29716,1
29724,1
29726,1
29745,1
29746,1
29755,1
29757,1
29765,1
29770,1
29783,1
29785,1
29786,1
29790,1
29791,1
29795,1
29798,1
29800,1
29809,1
29822,1
29825,1
29838,1
29842,1
29848,1
29857,1
29860,1
29864,1
29865,1
29868,1
29870,1
29880,1
29882,1
29884,1
29885,1
29886,1
29887,1
29888,1
29892,1
29893,1
29898,1
29901,1
29902,1
29102,2
29105,2
29106,2
29108,2
29110,2
29111,2
29112,2
29114,2
29116,2
29118,2
29119,2
29122,2
29124,2
29125,2
29126,2
29129,2
29130,2
29131,2
29134,2
29135,2
29136,2
29137,2
29138,2
29139,2
29140,2
29141,2
29142,2
29143,2
29144,2
29147,2
29149,2
29150,2
29151,2
29152,2
29153,2
29156,2
29157,2
29158,2
29160,2
29161,2
29162,2
29165,2
29168,2
29170,2
29171,2
29172,2
29173,2
29175,2
29178,2
29179,2
29180,2
29186,2
29187,2
29190,2
29192,2
29193,2
29198,2
29199,2
29201,2
29203,2
29204,2
29205,2
29207,2
29208,2
29210,2
29211,2
29214,2
29217,2
29218,2
29219,2
29220,2
29221,2
29222,2
29226,2
29227,2
29228,2
29229,2
29230,2
29231,2
29232,2
29233,2
29234,2
29235,2
29236,2
29237,2
29238,2
29239,2
29240,2
29241,2
29243,2
29244,2
29245,2
29246,2
29247,2
29248,2
29249,2
29250,2
29251,2
29252,2
29253,2
29254,2
29255,2
29256,2
29257,2
29258,2
29260,2
29262,2
29263,2
29264,2
29266,2
29267,2
29269,2
29271,2
29272,2
29273,2
29275,2
29277,2
29278,2
29280,2
29281,2
29282,2
29285,2
29287,2
29288,2
29290,2
29292,2
29293,2
29294,2
29295,2
29298,2
29299,2
29300,2
29301,2
29304,2
29305,2
29306,2
29307,2
29308,2
29311,2
29312,2
29314,2
29315,2
29316,2
29318,2
29319,2
29320,2
29322,2
29323,2
29324,2
29325,2
29326,2
29327,2
29328,2
29329,2
29330,2
29648,2
29649,2
29651,2
29654,2
29656,2
29657,2
29660,2
29664,2
29674,2
29679,2
29682,2
29686,2
29688,2
29691,2
29693,2
29698,2
29701,2
29702,2
29703,2
29705,2
29707,2
29709,2
29710,2
29712,2
29718,2
29720,2
29721,2
29725,2
29727,2
29730,2
29733,2
29734,2
29735,2
29736,2
29742,2
29747,2
29748,2
29750,2
29754,2
29756,2
29758,2
29760,2
29762,2
29763,2
29769,2
29772,2
29774,2
29777,2
29778,2
29779,2
29782,2
29784,2
29787,2
29789,2
29793,2
29796,2
29797,2
29806,2
29808,2
29810,2
29813,2
29824,2
29832,2
29834,2
29835,2
29836,2
29837,2
29839,2
29847,2
29854,2
29855,2
29856,2
29861,2
29862,2
29863,2
29867,2
29872,2
29873,2
29876,2
29879,2
29881,2
29883,2
29889,2
29890,2
29894,2
29895,2
29896,2
29897,2
29899,2
29900,2
29903,2
29904,2
33844,2
34048,2
34166,2
34307,2
34674,2
34918,2
35014,2
35040,2
35083,2
35273,2
35474,2
35549,2
35560,2
35638,2
35649,2
35737,2
35833,2
35898,2
36066,2
36227,2
36432,2
36523,2
36627,2
36648,2
36738,2
36741,2
36768,2
36770,2
36835,2
36880,2
29103,3
29113,3
29117,3
29120,3
29127,3
29128,3
29132,3
29145,3
29159,3
29166,3
