cpa_id,cluster
19553,1
19554,1
19555,1
19556,1
19648,1
19649,1
19653,1
19657,1
19659,1
19663,1
19672,1
19679,1
19680,1
19681,1
19682,1
19684,1
19689,1
19691,1
19693,1
19694,1
19696,1
19699,1
19700,1
19701,1
19708,1
19711,1
19713,1
19715,1
19718,1
19720,1
19730,1
19732,1
19739,1
19743,1
19745,1
19746,1
19749,1
19750,1
19752,1
19753,1
19756,1
19759,1
19762,1
19763,1
19769,1
19771,1
19781,1
19787,1
19789,1
19794,1
19795,1
19801,1
19804,1
19813,1
19814,1
19815,1
19820,1
19823,1
19826,1
19828,1
19837,1
19839,1
19841,1
19845,1
19850,1
19856,1
19865,1
19866,1
19872,1
19883,1
19885,1
19886,1
19887,1
19890,1
19894,1
19897,1
19900,1
19905,1
19907,1
19909,1
19910,1
19911,1
19912,1
19913,1
19919,1
19922,1
19925,1
19930,1
19935,1
19950,1
19955,1
19958,1
19959,1
19969,1
19976,1
19978,1
19980,1
20097,1
20098,1
20099,1
20100,1
20101,1
20102,1
20103,1
20104,1
20105,1
20106,1
20107,1
20108,1
20109,1
20110,1
20111,1
20112,1
20113,1
20114,1
20115,1
20116,1
20118,1
20121,1
20122,1
20124,1
20128,1
20129,1
20130,1
20132,1
20133,1
20136,1
20138,1
20141,1
20142,1
20144,1
20153,1
20156,1
20159,1
20160,1
20163,1
20164,1
20167,1
20170,1
20172,1
20174,1
20175,1
20179,1
20180,1
20182,1
20186,1
20187,1
20188,1
20196,1
20197,1
20203,1
20204,1
20208,1
20211,1
20214,1
20215,1
20216,1
20219,1
20220,1
20223,1
20224,1
20228,1
20230,1
20231,1
20233,1
20242,1
20243,1
20244,1
20245,1
20252,1
20253,1
20254,1
20256,1
20261,1
20264,1
20268,1
20270,1
20272,1
20273,1
20274,1
20288,1
20292,1
20293,1
20298,1
20302,1
20304,1
20309,1
20315,1
20317,1
20322,1
20323,1
20326,1
20329,1
20330,1
20334,1
20335,1
20338,1
20339,1
20340,1
20341,1
20342,1
20343,1
20345,1
20349,1
20350,1
20351,1
20352,1
20355,1
20356,1
20358,1
20369,1
20370,1
20373,1
20374,1
20375,1
20376,1
20377,1
20379,1
20380,1
20389,1
20395,1
20396,1
20401,1
20402,1
20403,1
20406,1
20407,1
20409,1
20410,1
20414,1
20415,1
20417,1
20418,1
20420,1
20424,1
20425,1
20427,1
20433,1
20434,1
20436,1
20437,1
20441,1
20443,1
20446,1
20447,1
20450,1
20452,1
20453,1
20455,1
20458,1
20459,1
20467,1
20468,1
20469,1
20471,1
20472,1
20473,1
20474,1
20475,1
20476,1
20481,1
20483,1
20488,1
20494,1
20498,1
20504,1
20510,1
20514,1
20518,1
20519,1
20525,1
20531,1
20532,1
20533,1
20537,1
20546,1
20551,1
20554,1
20557,1
20560,1
20571,1
20577,1
20578,1
20579,1
20580,1
20582,1
20585,1
20589,1
20590,1
20592,1
20593,1
20602,1
20603,1
20604,1
20616,1
20619,1
20620,1
20625,1
20627,1
20629,1
20630,1
20632,1
20640,1
20642,1
20643,1
20644,1
20645,1
20649,1
20657,1
20659,1
20661,1
20663,1
20664,1
20666,1
20670,1
20671,1
20672,1
20674,1
20677,1
20680,1
20682,1
20688,1
20689,1
20694,1
20695,1
20696,1
20697,1
20703,1
20706,1
20707,1
20711,1
20712,1
20714,1
20715,1
20716,1
