period,value,model,zone,resource_name,tech_type,case,timestep,unit,planning_year
2030,0.0629336981334607,SWITCH,NYUP,NYUP_naturalgas_hframe_cc_moderate_0,Natural Gas,base_52_week,all,MWh,2030
2030,26025139.98820982,SWITCH,NYUP,NYUP_nuclear_1,Nuclear,base_52_week,all,MWh,2030
2030,0.013732092071742925,SWITCH,NYUP,NYUP_nuclear_nuclear_moderate_0,Nuclear,base_52_week,all,MWh,2030
2030,0.010863487338805733,SWITCH,NYUP,NYUP_offshorewind_class12_moderate_floating_0_1,Wind,base_52_week,all,MWh,2030
2030,0.0133371706718892,SWITCH,NYUP,NYUP_offshorewind_class12_moderate_floating_0_2,Wind,base_52_week,all,MWh,2030
2030,0.010755507574406136,SWITCH,NYUP,NYUP_offshorewind_class12_moderate_floating_0_3,Wind,base_52_week,all,MWh,2030
2030,0.026474452495054444,SWITCH,NYUP,NYUP_offshorewind_class3_moderate_fixed_0_1,Wind,base_52_week,all,MWh,2030
2030,0.026181634602105028,SWITCH,NYUP,NYUP_offshorewind_class3_moderate_fixed_0_2,Wind,base_52_week,all,MWh,2030
2030,0.024246909259424403,SWITCH,NYUP,NYUP_offshorewind_class3_moderate_fixed_0_3,Wind,base_52_week,all,MWh,2030
2030,7128450.252795125,SWITCH,NYUP,NYUP_onshore_wind_turbine_1,Wind,base_52_week,all,MWh,2030
2030,0.0018589167080634772,SWITCH,NYUP,NYUP_petroleum_liquids_1,Other,base_52_week,all,MWh,2030
2030,3497033.0303945076,SWITCH,NYUP,NYUP_small_hydroelectric_1,Hydro,base_52_week,all,MWh,2030
2030,3298437.3414463494,SWITCH,NYUP,NYUP_solar_photovoltaic_1,Solar,base_52_week,all,MWh,2030
2030,3708761.0696995086,SWITCH,NYUP,NYUP_utilitypv_class1_moderate_0_anyQual_0,Solar,base_52_week,all,MWh,2030
2030,11135917.699437976,SWITCH,NYUP,NYUP_utilitypv_class1_moderate_1_anyQual_1,Solar,base_52_week,all,MWh,2030
2030,0.13431731077827333,SWITCH,NYUP,NYUP_utilitypv_class1_moderate_2_anyQual_0,Solar,base_52_week,all,MWh,2030
2030,0.14847342798094595,SWITCH,NYUP,NYUP_utilitypv_class1_moderate_3_anyQual_1,Solar,base_52_week,all,MWh,2030
2030,0.06736740186187182,SWITCH,NYUP,NYUP_utilitypv_class1_moderate_4_anyQual_0,Solar,base_52_week,all,MWh,2030
2030,0.05636855109066934,SWITCH,NYUP,NYUP_utilitypv_class1_moderate_5_anyQual_1,Solar,base_52_week,all,MWh,2030
2030,0.062632386466984,SWITCH,NYUP,NYUP_utilitypv_class1_moderate_6_anyQual_0,Solar,base_52_week,all,MWh,2030
2030,0.04144224942793051,SWITCH,NYUP,NYUP_utilitypv_class1_moderate_7_anyQual_1,Solar,base_52_week,all,MWh,2030
2030,0.042208808818445555,SWITCH,NYUP,NYUP_utilitypv_class1_moderate_8_anyQual_0,Solar,base_52_week,all,MWh,2030
2030,0.03232783541020643,SWITCH,NYUP,NYUP_utilitypv_class1_moderate_9_anyQual_1,Solar,base_52_week,all,MWh,2030
2030,56010.20372303928,SWITCH,PJMC,PJMC_batteries_1,Battery,base_52_week,all,MWh,2030
2030,0.09379444147932818,SWITCH,PJMC,PJMC_battery_moderate_0,Battery,base_52_week,all,MWh,2030
2030,67607.76005195086,SWITCH,PJMC,PJMC_biomass_1,Other,base_52_week,all,MWh,2030
2030,100418.01109435369,SWITCH,PJMC,PJMC_biomass_2,Other,base_52_week,all,MWh,2030
2030,31573.77306052765,SWITCH,PJMC,PJMC_conventional_hydroelectric_1,Hydro,base_52_week,all,MWh,2030
2030,0.00286567745894871,SWITCH,PJMC,PJMC_conventional_steam_coal_1,Coal,base_52_week,all,MWh,2030
2030,4336162.04872388,SWITCH,PJMC,PJMC_distributed_generation_1,Distributed Solar,base_52_week,all,MWh,2030
2030,0.002600449934629085,SWITCH,PJMC,PJMC_hydrogen_fframe_ct_moderate_0,Hydro,base_52_week,all,MWh,2030
2030,0.007192488247315732,SWITCH,PJMC,PJMC_hydrogen_hframe_cc_moderate_0,Hydro,base_52_week,all,MWh,2030
2030,5986884.092054434,SWITCH,PJMC,PJMC_landbasedwind_class3_moderate_0_anyQual_0,Wind,base_52_week,all,MWh,2030
2030,0.14569801891915007,SWITCH,PJMC,PJMC_landbasedwind_class3_moderate_10_anyQual_0,Wind,base_52_week,all,MWh,2030
2030,0.09928904218196712,SWITCH,PJMC,PJMC_landbasedwind_class3_moderate_11_anyQual_1,Wind,base_52_week,all,MWh,2030
2030,0.9419901201526121,SWITCH,PJMC,PJMC_landbasedwind_class3_moderate_1_anyQual_1,Wind,base_52_week,all,MWh,2030
2030,0.21944344063359872,SWITCH,PJMC,PJMC_landbasedwind_class3_moderate_2_anyQual_0,Wind,base_52_week,all,MWh,2030
2030,0.2129988870550368,SWITCH,PJMC,PJMC_landbasedwind_class3_moderate_3_anyQual_1,Wind,base_52_week,all,MWh,2030
2030,0.19793780706327246,SWITCH,PJMC,PJMC_landbasedwind_class3_moderate_4_anyQual_0,Wind,base_52_week,all,MWh,2030
2030,0.18993946884935847,SWITCH,PJMC,PJMC_landbasedwind_class3_moderate_5_anyQual_1,Wind,base_52_week,all,MWh,2030
2030,0.2537657811573662,SWITCH,PJMC,PJMC_landbasedwind_class3_moderate_6_anyQual_0,Wind,base_52_week,all,MWh,2030
2030,0.3353971008675793,SWITCH,PJMC,PJMC_landbasedwind_class3_moderate_7_anyQual_1,Wind,base_52_week,all,MWh,2030
2030,0.18456635242106073,SWITCH,PJMC,PJMC_landbasedwind_class3_moderate_8_anyQual_0,Wind,base_52_week,all,MWh,2030
2030,0.1911051173840848,SWITCH,PJMC,PJMC_landbasedwind_class3_moderate_9_anyQual_1,Wind,base_52_week,all,MWh,2030
2030,13860278.733560715,SWITCH,PJMC,PJMC_natural_gas_fired_combined_cycle_1,Natural Gas,base_52_week,all,MWh,2030
2030,975.0061604349276,SWITCH,PJMC,PJMC_natural_gas_fired_combined_cycle_2,Natural Gas,base_52_week,all,MWh,2030
2030,19824.199856718773,SWITCH,PJMC,PJMC_natural_gas_fired_combustion_turbine_1,Natural Gas,base_52_week,all,MWh,2030
2030,240188.60383340588,SWITCH,PJMC,PJMC_natural_gas_fired_combustion_turbine_2,Natural Gas,base_52_week,all,MWh,2030
2030,50709.289111620885,SWITCH,PJMC,PJMC_natural_gas_internal_combustion_engine_1,Natural Gas,base_52_week,all,MWh,2030
2030,0.0014637142161627928,SWITCH,PJMC,PJMC_natural_gas_steam_turbine_1,Natural Gas,base_52_week,all,MWh,2030
2030,0.00757173792236963,SWITCH,PJMC,PJMC_naturalgas_fframe_ct_moderate_0,Natural Gas,base_52_week,all,MWh,2030
2030,0.13845227550057532,SWITCH,PJMC,PJMC_naturalgas_hframe_cc_95_ccs_moderate_0,CCS,base_52_week,all,MWh,2030
2030,0.056211131817391645,SWITCH,PJMC,PJMC_naturalgas_hframe_cc_moderate_0,Natural Gas,base_52_week,all,MWh,2030
2030,82532230.05841851,SWITCH,PJMC,PJMC_nuclear_1,Nuclear,base_52_week,all,MWh,2030
2030,0.011501476581890466,SWITCH,PJMC,PJMC_nuclear_nuclear_moderate_0,Nuclear,base_52_week,all,MWh,2030
2030,0.009390946564729141,SWITCH,PJMC,PJMC_offshorewind_class12_moderate_floating_0_1,Wind,base_52_week,all,MWh,2030
2030,0.008392831725050915,SWITCH,PJMC,PJMC_offshorewind_class12_moderate_floating_0_2,Wind,base_52_week,all,MWh,2030
2030,0.010678843843212585,SWITCH,PJMC,PJMC_offshorewind_class12_moderate_floating_0_3,Wind,base_52_week,all,MWh,2030
2030,0.023289373461080076,SWITCH,PJMC,PJMC_offshorewind_class3_moderate_fixed_0_1,Wind,base_52_week,all,MWh,2030
2030,0.02436391354769878,SWITCH,PJMC,PJMC_offshorewind_class3_moderate_fixed_0_2,Wind,base_52_week,all,MWh,2030
2030,0.022409918600655658,SWITCH,PJMC,PJMC_offshorewind_class3_moderate_fixed_0_3,Wind,base_52_week,all,MWh,2030
2030,10197214.315816427,SWITCH,PJMC,PJMC_onshore_wind_turbine_1,Wind,base_52_week,all,MWh,2030
2030,0.0021849871270939376,SWITCH,PJMC,PJMC_petroleum_liquids_1,Other,base_52_week,all,MWh,2030
2030,78155.74988851612,SWITCH,PJMC,PJMC_small_hydroelectric_1,Hydro,base_52_week,all,MWh,2030
2030,718538.3793793987,SWITCH,PJMC,PJMC_solar_photovoltaic_1,Solar,base_52_week,all,MWh,2030
2030,6.718589443228894,SWITCH,PJMC,PJMC_utilitypv_class1_moderate_0_anyQual_0,Solar,base_52_week,all,MWh,2030
2030,0.2574162189458209,SWITCH,PJMC,PJMC_utilitypv_class1_moderate_1_anyQual_1,Solar,base_52_week,all,MWh,2030
2030,0.26061445071509576,SWITCH,PJMC,PJMC_utilitypv_class1_moderate_2_anyQual_0,Solar,base_52_week,all,MWh,2030
2030,0.1099641136012508,SWITCH,PJMC,PJMC_utilitypv_class1_moderate_3_anyQual_1,Solar,base_52_week,all,MWh,2030
2030,0.15795069067634535,SWITCH,PJMC,PJMC_utilitypv_class1_moderate_4_anyQual_0,Solar,base_52_week,all,MWh,2030
2030,0.10511496948720185,SWITCH,PJMC,PJMC_utilitypv_class1_moderate_5_anyQual_1,Solar,base_52_week,all,MWh,2030
2030,0.10492121752213088,SWITCH,PJMC,PJMC_utilitypv_class1_moderate_6_anyQual_0,Solar,base_52_week,all,MWh,2030
2030,0.08749563419168763,SWITCH,PJMC,PJMC_utilitypv_class1_moderate_7_anyQual_1,Solar,base_52_week,all,MWh,2030
2030,0.09033102040777233,SWITCH,PJMC,PJMC_utilitypv_class1_moderate_8_anyQual_0,Solar,base_52_week,all,MWh,2030
2030,0.08316741669678623,SWITCH,PJMC,PJMC_utilitypv_class1_moderate_9_anyQual_1,Solar,base_52_week,all,MWh,2030
2030,31575.227931104277,SWITCH,PJMD,PJMD_batteries_1,Battery,base_52_week,all,MWh,2030
2030,0.07600026833104219,SWITCH,PJMD,PJMD_battery_moderate_0,Battery,base_52_week,all,MWh,2030
2030,496513.5247524872,SWITCH,PJMD,PJMD_biomass_1,Other,base_52_week,all,MWh,2030
2030,264170.71309020155,SWITCH,PJMD,PJMD_biomass_2,Other,base_52_week,all,MWh,2030
2030,619107.2516264251,SWITCH,PJMD,PJMD_conventional_hydroelectric_1,Hydro,base_52_week,all,MWh,2030
2030,0.003270995881942336,SWITCH,PJMD,PJMD_conventional_steam_coal_2,Coal,base_52_week,all,MWh,2030
2030,5025436.019742999,SWITCH,PJMD,PJMD_distributed_generation_1,Distributed Solar,base_52_week,all,MWh,2030
2030,5683728.324902853,SWITCH,PJMD,PJMD_hydroelectric_pumped_storage_1,Hydro,base_52_week,all,MWh,2030
2030,0.0027526904618762104,SWITCH,PJMD,PJMD_hydrogen_fframe_ct_moderate_0,Hydro,base_52_week,all,MWh,2030
2030,0.008171749055938532,SWITCH,PJMD,PJMD_hydrogen_hframe_cc_moderate_0,Hydro,base_52_week,all,MWh,2030
2030,4536289.229391136,SWITCH,PJMD,PJMD_landbasedwind_class3_moderate_0_anyQual_0,Wind,base_52_week,all,MWh,2030
2030,0.05540754051437718,SWITCH,PJMD,PJMD_landbasedwind_class3_moderate_10_anyQual_0,Wind,base_52_week,all,MWh,2030
2030,0.05721288575927586,SWITCH,PJMD,PJMD_landbasedwind_class3_moderate_11_anyQual_1,Wind,base_52_week,all,MWh,2030
2030,884947.8502729674,SWITCH,PJMD,PJMD_landbasedwind_class3_moderate_1_anyQual_1,Wind,base_52_week,all,MWh,2030
2030,4791991.245450592,SWITCH,PJMD,PJMD_landbasedwind_class3_moderate_2_anyQual_0,Wind,base_52_week,all,MWh,2030
2030,116502.96470720417,SWITCH,PJMD,PJMD_landbasedwind_class3_moderate_3_anyQual_1,Wind,base_52_week,all,MWh,2030
2030,4315560.684157041,SWITCH,PJMD,PJMD_landbasedwind_class3_moderate_4_anyQual_0,Wind,base_52_week,all,MWh,2030
2030,402255.70503205736,SWITCH,PJMD,PJMD_landbasedwind_class3_moderate_5_anyQual_1,Wind,base_52_week,all,MWh,2030
2030,3508384.471350503,SWITCH,PJMD,PJMD_landbasedwind_class3_moderate_6_anyQual_0,Wind,base_52_week,all,MWh,2030
2030,885401.2339592981,SWITCH,PJMD,PJMD_landbasedwind_class3_moderate_7_anyQual_1,Wind,base_52_week,all,MWh,2030
2030,1083242.9204696128,SWITCH,PJMD,PJMD_landbasedwind_class3_moderate_8_anyQual_0,Wind,base_52_week,all,MWh,2030
2030,0.08802711130214293,SWITCH,PJMD,PJMD_landbasedwind_class3_moderate_9_anyQual_1,Wind,base_52_week,all,MWh,2030
2030,12434268.787999362,SWITCH,PJMD,PJMD_natural_gas_fired_combined_cycle_1,Natural Gas,base_52_week,all,MWh,2030
2030,431911.44968150975,SWITCH,PJMD,PJMD_natural_gas_fired_combined_cycle_2,Natural Gas,base_52_week,all,MWh,2030
2030,3327.7337617171097,SWITCH,PJMD,PJMD_natural_gas_fired_combustion_turbine_1,Natural Gas,base_52_week,all,MWh,2030
2030,7734.985631043454,SWITCH,PJMD,PJMD_natural_gas_fired_combustion_turbine_2,Natural Gas,base_52_week,all,MWh,2030
2030,93449.37250203949,SWITCH,PJMD,PJMD_natural_gas_fired_combustion_turbine_3,Natural Gas,base_52_week,all,MWh,2030
2030,853.3287540655325,SWITCH,PJMD,PJMD_natural_gas_internal_combustion_engine_1,Natural Gas,base_52_week,all,MWh,2030
2030,5243.82343151798,SWITCH,PJMD,PJMD_natural_gas_steam_turbine_1,Natural Gas,base_52_week,all,MWh,2030
2030,0.007102456585919827,SWITCH,PJMD,PJMD_naturalgas_fframe_ct_moderate_0,Natural Gas,base_52_week,all,MWh,2030
2030,0.08385148299138281,SWITCH,PJMD,PJMD_naturalgas_hframe_cc_moderate_0,Natural Gas,base_52_week,all,MWh,2030
2030,30717150.887576196,SWITCH,PJMD,PJMD_nuclear_1,Nuclear,base_52_week,all,MWh,2030
2030,0.015302546227459907,SWITCH,PJMD,PJMD_nuclear_nuclear_moderate_0,Nuclear,base_52_week,all,MWh,2030
2030,0.011312264632620491,SWITCH,PJMD,PJMD_offshorewind_class12_moderate_floating_0_1,Wind,base_52_week,all,MWh,2030
2030,0.011232114165761984,SWITCH,PJMD,PJMD_offshorewind_class12_moderate_floating_0_2,Wind,base_52_week,all,MWh,2030
2030,0.011400000495672599,SWITCH,PJMD,PJMD_offshorewind_class12_moderate_floating_0_3,Wind,base_52_week,all,MWh,2030
2030,0.015595666414915742,SWITCH,PJMD,PJMD_offshorewind_class12_moderate_floating_1_1,Wind,base_52_week,all,MWh,2030
2030,0.01838034168297443,SWITCH,PJMD,PJMD_offshorewind_class12_moderate_floating_1_2,Wind,base_52_week,all,MWh,2030
2030,0.01613765996930025,SWITCH,PJMD,PJMD_offshorewind_class12_moderate_floating_1_3,Wind,base_52_week,all,MWh,2030
2030,0.017052931126075605,SWITCH,PJMD,PJMD_offshorewind_class3_moderate_fixed_0_1,Wind,base_52_week,all,MWh,2030
2030,0.016134936130184577,SWITCH,PJMD,PJMD_offshorewind_class3_moderate_fixed_0_2,Wind,base_52_week,all,MWh,2030
2030,0.014859854947965689,SWITCH,PJMD,PJMD_offshorewind_class3_moderate_fixed_0_3,Wind,base_52_week,all,MWh,2030
2030,0.021841861230372527,SWITCH,PJMD,PJMD_offshorewind_class3_moderate_fixed_1_1,Wind,base_52_week,all,MWh,2030
2030,0.02150357699426978,SWITCH,PJMD,PJMD_offshorewind_class3_moderate_fixed_1_2,Wind,base_52_week,all,MWh,2030
2030,0.02154595792953229,SWITCH,PJMD,PJMD_offshorewind_class3_moderate_fixed_1_3,Wind,base_52_week,all,MWh,2030
2030,343614.4301316472,SWITCH,PJMD,PJMD_onshore_wind_turbine_1,Wind,base_52_week,all,MWh,2030
2030,0.0011612081062982757,SWITCH,PJMD,PJMD_petroleum_liquids_1,Other,base_52_week,all,MWh,2030
2030,39781.122669597324,SWITCH,PJMD,PJMD_small_hydroelectric_1,Hydro,base_52_week,all,MWh,2030
2030,10308007.747778282,SWITCH,PJMD,PJMD_solar_photovoltaic_1,Solar,base_52_week,all,MWh,2030
2030,18852329.023137715,SWITCH,PJMD,PJMD_utilitypv_class1_moderate_0_anyQual_0,Solar,base_52_week,all,MWh,2030
2030,0.06458593892068171,SWITCH,PJMD,PJMD_utilitypv_class1_moderate_10_anyQual_0,Solar,base_52_week,all,MWh,2030
2030,0.19235398115150304,SWITCH,PJMD,PJMD_utilitypv_class1_moderate_11_anyQual_1,Solar,base_52_week,all,MWh,2030
2030,0.03546957197323804,SWITCH,PJMD,PJMD_utilitypv_class1_moderate_12_anyQual_0,Solar,base_52_week,all,MWh,2030
2030,0.06349867461149192,SWITCH,PJMD,PJMD_utilitypv_class1_moderate_13_anyQual_0,Solar,base_52_week,all,MWh,2030
2030,0.05399841306302857,SWITCH,PJMD,PJMD_utilitypv_class1_moderate_14_anyQual_0,Solar,base_52_week,all,MWh,2030
2030,0.05797329872419166,SWITCH,PJMD,PJMD_utilitypv_class1_moderate_15_anyQual_1,Solar,base_52_week,all,MWh,2030
2030,0.03186369892967914,SWITCH,PJMD,PJMD_utilitypv_class1_moderate_16_anyQual_0,Solar,base_52_week,all,MWh,2030
2030,0.028432128822202973,SWITCH,PJMD,PJMD_utilitypv_class1_moderate_17_anyQual_0,Solar,base_52_week,all,MWh,2030
2030,0.04738869983201047,SWITCH,PJMD,PJMD_utilitypv_class1_moderate_18_anyQual_0,Solar,base_52_week,all,MWh,2030
2030,0.04551095206591989,SWITCH,PJMD,PJMD_utilitypv_class1_moderate_19_anyQual_1,Solar,base_52_week,all,MWh,2030
2030,5.249725247422195,SWITCH,PJMD,PJMD_utilitypv_class1_moderate_1_anyQual_0,Solar,base_52_week,all,MWh,2030
2030,1171501.8335366375,SWITCH,PJMD,PJMD_utilitypv_class1_moderate_2_anyQual_0,Solar,base_52_week,all,MWh,2030
2030,2476679.650975971,SWITCH,PJMD,PJMD_utilitypv_class1_moderate_3_anyQual_1,Solar,base_52_week,all,MWh,2030
2030,0.1176368446908661,SWITCH,PJMD,PJMD_utilitypv_class1_moderate_4_anyQual_0,Solar,base_52_week,all,MWh,2030
2030,0.1528690717654617,SWITCH,PJMD,PJMD_utilitypv_class1_moderate_5_anyQual_0,Solar,base_52_week,all,MWh,2030
2030,0.12176303608108473,SWITCH,PJMD,PJMD_utilitypv_class1_moderate_6_anyQual_0,Solar,base_52_week,all,MWh,2030
2030,2.3657995682136175,SWITCH,PJMD,PJMD_utilitypv_class1_moderate_7_anyQual_1,Solar,base_52_week,all,MWh,2030
2030,0.08602484325064418,SWITCH,PJMD,PJMD_utilitypv_class1_moderate_8_anyQual_0,Solar,base_52_week,all,MWh,2030
2030,0.061653882841983254,SWITCH,PJMD,PJMD_utilitypv_class1_moderate_9_anyQual_0,Solar,base_52_week,all,MWh,2030
2030,56568.1193424939,SWITCH,PJME,PJME_batteries_1,Battery,base_52_week,all,MWh,2030
2030,0.06806904422590322,SWITCH,PJME,PJME_battery_moderate_0,Battery,base_52_week,all,MWh,2030
2030,594919.0517912457,SWITCH,PJME,PJME_biomass_1,Other,base_52_week,all,MWh,2030
2030,1292664.1032405628,SWITCH,PJME,PJME_biomass_2,Other,base_52_week,all,MWh,2030
2030,2455058.470974925,SWITCH,PJME,PJME_conventional_hydroelectric_1,Hydro,base_52_week,all,MWh,2030
2030,0.0032572782371473883,SWITCH,PJME,PJME_conventional_steam_coal_1,Coal,base_52_week,all,MWh,2030
2030,0.002242337949890695,SWITCH,PJME,PJME_conventional_steam_coal_2,Coal,base_52_week,all,MWh,2030
2030,26222681.108813092,SWITCH,PJME,PJME_distributed_generation_1,Distributed Solar,base_52_week,all,MWh,2030
2030,3431436.4743550783,SWITCH,PJME,PJME_hydroelectric_pumped_storage_1,Hydro,base_52_week,all,MWh,2030
2030,0.0028213966666866905,SWITCH,PJME,PJME_hydrogen_fframe_ct_moderate_0,Hydro,base_52_week,all,MWh,2030
2030,0.008241611630646035,SWITCH,PJME,PJME_hydrogen_hframe_cc_moderate_0,Hydro,base_52_week,all,MWh,2030
2030,897109.5913400312,SWITCH,PJME,PJME_landbasedwind_class3_moderate_0_anyQual_0,Wind,base_52_week,all,MWh,2030
2030,1779774.1780233884,SWITCH,PJME,PJME_landbasedwind_class3_moderate_10_anyQual_1,Wind,base_52_week,all,MWh,2030
2030,0.1300123427449638,SWITCH,PJME,PJME_landbasedwind_class3_moderate_11_anyQual_1,Wind,base_52_week,all,MWh,2030
2030,334847.21147400356,SWITCH,PJME,PJME_landbasedwind_class3_moderate_1_anyQual_0,Wind,base_52_week,all,MWh,2030
2030,7380400.991575638,SWITCH,PJME,PJME_landbasedwind_class3_moderate_2_anyQual_1,Wind,base_52_week,all,MWh,2030
2030,232864.95769480997,SWITCH,PJME,PJME_landbasedwind_class3_moderate_3_anyQual_1,Wind,base_52_week,all,MWh,2030
2030,1503560.4017683736,SWITCH,PJME,PJME_landbasedwind_class3_moderate_4_anyQual_0,Wind,base_52_week,all,MWh,2030
2030,1265794.0043454233,SWITCH,PJME,PJME_landbasedwind_class3_moderate_5_anyQual_0,Wind,base_52_week,all,MWh,2030
2030,4033299.6860652156,SWITCH,PJME,PJME_landbasedwind_class3_moderate_6_anyQual_1,Wind,base_52_week,all,MWh,2030
2030,954528.2462707045,SWITCH,PJME,PJME_landbasedwind_class3_moderate_7_anyQual_1,Wind,base_52_week,all,MWh,2030
2030,4267704.595193047,SWITCH,PJME,PJME_landbasedwind_class3_moderate_8_anyQual_0,Wind,base_52_week,all,MWh,2030
2030,353193.3589287548,SWITCH,PJME,PJME_landbasedwind_class3_moderate_9_anyQual_0,Wind,base_52_week,all,MWh,2030
2030,376291.03189924546,SWITCH,PJME,PJME_natural_gas_fired_combined_cycle_1,Natural Gas,base_52_week,all,MWh,2030
2030,91590731.2473146,SWITCH,PJME,PJME_natural_gas_fired_combined_cycle_2,Natural Gas,base_52_week,all,MWh,2030
2030,0.002144098550434012,SWITCH,PJME,PJME_natural_gas_fired_combustion_turbine_1,Natural Gas,base_52_week,all,MWh,2030
2030,121395.21125589457,SWITCH,PJME,PJME_natural_gas_fired_combustion_turbine_2,Natural Gas,base_52_week,all,MWh,2030
2030,46427.17924430969,SWITCH,PJME,PJME_natural_gas_fired_combustion_turbine_3,Natural Gas,base_52_week,all,MWh,2030
2030,98038.68695142605,SWITCH,PJME,PJME_natural_gas_internal_combustion_engine_1,Natural Gas,base_52_week,all,MWh,2030
2030,0.00406443071276635,SWITCH,PJME,PJME_natural_gas_steam_turbine_1,Natural Gas,base_52_week,all,MWh,2030
2030,0.00903740895032519,SWITCH,PJME,PJME_naturalgas_fframe_ct_moderate_0,Natural Gas,base_52_week,all,MWh,2030
2030,0.10545001564082682,SWITCH,PJME,PJME_naturalgas_hframe_cc_moderate_0,Natural Gas,base_52_week,all,MWh,2030
2030,107257393.60988954,SWITCH,PJME,PJME_nuclear_1,Nuclear,base_52_week,all,MWh,2030
2030,0.01310667367466121,SWITCH,PJME,PJME_nuclear_nuclear_moderate_0,Nuclear,base_52_week,all,MWh,2030
2030,0.012081252198517287,SWITCH,PJME,PJME_offshorewind_class12_moderate_floating_0_1,Wind,base_52_week,all,MWh,2030
2030,0.011906524968376834,SWITCH,PJME,PJME_offshorewind_class12_moderate_floating_0_2,Wind,base_52_week,all,MWh,2030
2030,0.012279922190042694,SWITCH,PJME,PJME_offshorewind_class12_moderate_floating_0_3,Wind,base_52_week,all,MWh,2030
2030,0.023641832653336983,SWITCH,PJME,PJME_offshorewind_class12_moderate_floating_1_1,Wind,base_52_week,all,MWh,2030
2030,0.023002602662953703,SWITCH,PJME,PJME_offshorewind_class12_moderate_floating_1_2,Wind,base_52_week,all,MWh,2030
2030,0.024618238012373356,SWITCH,PJME,PJME_offshorewind_class12_moderate_floating_1_3,Wind,base_52_week,all,MWh,2030
2030,0.014868333654842747,SWITCH,PJME,PJME_offshorewind_class3_moderate_fixed_0_1,Wind,base_52_week,all,MWh,2030
2030,0.01459923892482837,SWITCH,PJME,PJME_offshorewind_class3_moderate_fixed_0_2,Wind,base_52_week,all,MWh,2030
2030,0.01496288445401932,SWITCH,PJME,PJME_offshorewind_class3_moderate_fixed_0_3,Wind,base_52_week,all,MWh,2030
2030,0.027144785097782863,SWITCH,PJME,PJME_offshorewind_class3_moderate_fixed_1_1,Wind,base_52_week,all,MWh,2030
2030,0.025605686714204226,SWITCH,PJME,PJME_offshorewind_class3_moderate_fixed_1_2,Wind,base_52_week,all,MWh,2030
2030,0.025353056168674625,SWITCH,PJME,PJME_offshorewind_class3_moderate_fixed_1_3,Wind,base_52_week,all,MWh,2030
2030,2816939.9879181995,SWITCH,PJME,PJME_onshore_wind_turbine_1,Wind,base_52_week,all,MWh,2030
2030,0.0009989008306291597,SWITCH,PJME,PJME_petroleum_liquids_1,Other,base_52_week,all,MWh,2030
2030,598525.1999837409,SWITCH,PJME,PJME_small_hydroelectric_1,Hydro,base_52_week,all,MWh,2030
2030,4149571.5211229413,SWITCH,PJME,PJME_solar_photovoltaic_1,Solar,base_52_week,all,MWh,2030
2030,20698558.497786023,SWITCH,PJME,PJME_utilitypv_class1_moderate_0_anyQual_0,Solar,base_52_week,all,MWh,2030
2030,16042903.793785423,SWITCH,PJME,PJME_utilitypv_class1_moderate_1_anyQual_1,Solar,base_52_week,all,MWh,2030
2030,8641647.726550514,SWITCH,PJME,PJME_utilitypv_class1_moderate_2_anyQual_0,Solar,base_52_week,all,MWh,2030
2030,4785765.893075583,SWITCH,PJME,PJME_utilitypv_class1_moderate_3_anyQual_1,Solar,base_52_week,all,MWh,2030
2030,0.06913349591929989,SWITCH,PJME,PJME_utilitypv_class1_moderate_4_anyQual_0,Solar,base_52_week,all,MWh,2030
2030,0.07857925022643987,SWITCH,PJME,PJME_utilitypv_class1_moderate_5_anyQual_1,Solar,base_52_week,all,MWh,2030
2030,0.043943162413734284,SWITCH,PJME,PJME_utilitypv_class1_moderate_6_anyQual_0,Solar,base_52_week,all,MWh,2030
2030,0.049247112353936,SWITCH,PJME,PJME_utilitypv_class1_moderate_7_anyQual_1,Solar,base_52_week,all,MWh,2030
2030,0.04324471271508306,SWITCH,PJME,PJME_utilitypv_class1_moderate_8_anyQual_0,Solar,base_52_week,all,MWh,2030
2030,0.03449668775429245,SWITCH,PJME,PJME_utilitypv_class1_moderate_9_anyQual_1,Solar,base_52_week,all,MWh,2030
2030,60034.36710002528,SWITCH,PJMW,PJMW_batteries_1,Battery,base_52_week,all,MWh,2030
2030,0.07747132417968257,SWITCH,PJMW,PJMW_battery_moderate_0,Battery,base_52_week,all,MWh,2030
2030,156877.8498863702,SWITCH,PJMW,PJMW_biomass_1,Other,base_52_week,all,MWh,2030
2030,40868.50586437589,SWITCH,PJMW,PJMW_biomass_2,Other,base_52_week,all,MWh,2030
2030,2226896.287209406,SWITCH,PJMW,PJMW_conventional_hydroelectric_1,Hydro,base_52_week,all,MWh,2030
2030,0.0031167249629212176,SWITCH,PJMW,PJMW_conventional_steam_coal_1,Coal,base_52_week,all,MWh,2030
2030,0.0030841438913927453,SWITCH,PJMW,PJMW_conventional_steam_coal_3,Coal,base_52_week,all,MWh,2030
2030,7204912.026962951,SWITCH,PJMW,PJMW_distributed_generation_1,Distributed Solar,base_52_week,all,MWh,2030
2030,472222.5347295351,SWITCH,PJMW,PJMW_hydroelectric_pumped_storage_1,Hydro,base_52_week,all,MWh,2030
2030,0.002646071482813346,SWITCH,PJMW,PJMW_hydrogen_fframe_ct_moderate_0,Hydro,base_52_week,all,MWh,2030
