model,line_name,planning_year,case,unit,start_value,end_value
SWITCH,TREW_to_TRE,2050,base_52_week,MW,16529.000001337907,16529.000001665496
SWITCH,TREW_to_SPPS,2050,base_52_week,MW,6899.083102089997,6899.083102146329
SWITCH,SPPC_to_SPPS,2050,base_52_week,MW,5014.649386953319,5014.649387004073
SWITCH,SPPC_to_MISS,2050,base_52_week,MW,3014.5584885690546,3014.5584886905435
SWITCH,SPPC_to_SPPN,2050,base_52_week,MW,2939.43476578726,2939.434766234106
SWITCH,SPPC_to_MISW,2050,base_52_week,MW,0.0007372684148891,0.0009558768241082
SWITCH,FRCC_to_SRSE,2050,base_52_week,MW,3600.0000050836784,3600.00000538562
SWITCH,TRE_to_SPPS,2050,base_52_week,MW,8783.267675628653,8783.267676256368
SWITCH,SRCA_to_PJMW,2050,base_52_week,MW,1219.00000311148,1219.000003235522
SWITCH,SRCA_to_SRCE,2050,base_52_week,MW,216.00000107977735,216.000001515609
SWITCH,SRCA_to_PJMD,2050,base_52_week,MW,3561.0128791457573,3561.01287948535
SWITCH,SRCA_to_SRSE,2050,base_52_week,MW,1400.0000009734365,1400.000000978034
SWITCH,NYUP_to_NYCW,2050,base_52_week,MW,4388.948211297292,4388.948211298028
SWITCH,PJMW_to_SRCE,2050,base_52_week,MW,3909.793003822451,4175.410514860809
SWITCH,PJMW_to_PJMD,2050,base_52_week,MW,6930.000001249212,6930.000001477451
SWITCH,BASN_to_RMRG,2050,base_52_week,MW,5649.840853072351,5787.71549004744
SWITCH,BASN_to_CASO,2050,base_52_week,MW,5920.000047250409,5920.000049395528
SWITCH,BASN_to_NWPP,2050,base_52_week,MW,3350.000002589928,3350.000003168412
SWITCH,BASN_to_SRSG,2050,base_52_week,MW,5385.000005339109,5385.000006068779
SWITCH,SRCE_to_MISS,2050,base_52_week,MW,4092.00000132432,4092.000001455065
SWITCH,SRCE_to_SRSE,2050,base_52_week,MW,3196.0000002093657,3196.0000004195413
SWITCH,SPPS_to_MISS,2050,base_52_week,MW,22942.95839592877,22942.9583963538
SWITCH,SPPS_to_SRSG,2050,base_52_week,MW,14671.392020127943,15552.62611661946
SWITCH,SPPS_to_SPPN,2050,base_52_week,MW,6265.440080711507,6265.440080961331
SWITCH,RMRG_to_NWPP,2050,base_52_week,MW,6389.234009825574,6389.234023791942
SWITCH,RMRG_to_SRSG,2050,base_52_week,MW,2651.2305567176554,3592.1086614220885
SWITCH,MISS_to_SRSE,2050,base_52_week,MW,7936.411658136649,8323.748753598395
SWITCH,CASO_to_NWPP,2050,base_52_week,MW,2858.0000014438706,2858.0000015085525
SWITCH,CASO_to_SRSG,2050,base_52_week,MW,11030.941395559814,11303.983763641752
SWITCH,SPPN_to_MISW,2050,base_52_week,MW,5512.000016678115,5512.000016705175
SWITCH,NWPP_to_SPPN,2050,base_52_week,MW,1779.9233475248134,2423.011650935165
SWITCH,NWPP_to_MISW,2050,base_52_week,MW,200.00000052693755,200.00000060371357
SWITCH,RMRG_to_SPPN,2050,base_52_week,MW,5629.059980650209,6244.609354616711
SWITCH,RMRG_to_SPPC,2050,base_52_week,MW,10251.581197627816,10401.968457802432
SWITCH,SRSG_to_TRE,2050,base_52_week,MW,4677.488967775703,4689.090242973812
